id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,"LINEAR MODELS AND TIME-SERIES ANALYSIS: REGRESSION, ANOVA, ARMA AND GARCH",Marc S. Paolella,Mathematics,2018,,9781119431909,JOHN WILEY,1,US$ 125,,https://www.wiley.com/en-in/Linear+Models+and+Time+Series+Analysis%3A+Regression%2C+ANOVA%2C+ARMA+and+GARCH-p-9781119431985,
,Logic And Algebra,"Ursini, Aldo",Mathematics,2020,,9780367411527,Crc Press,1,,Rs. 11995,https://www.routledge.com/Logic-and-Algebra/Ursini-Agliano/p/book/9780824796068,
,MACHINE LEARNING AND MUSIC GENERATION," José M. Iñesta, Darrell C. Conklin, Rafael Ramírez-Melendez, Thomas M. Fiore",Mathematics,2018,1st,9780815377207,T&F/ROUTLEDGE,1,BP 125,,https://www.routledge.com/Machine-Learning-and-Music-Generation/Inesta-Conklin-Ramirez-Melendez-Fiore/p/book/9780815377207,
,MARKOV PROCESSES,KIRKWOOD JAMES R.,Mathematics,2019,,9780367240981,TAYLOR & FRANCIS,1,,Rs. 2995,https://www.routledge.com/Markov-Processes/Kirkwood/p/book/9781482240733,
,MATHEMATICAL AND STATISTICAL SKILLS IN THE BIOPHARMACEUTICAL INDUSTRY : A PRAGMATIC APPROACH,"Arkadiy Pitman, Oleksandr Sverdlov, L. Bruce Pearce",Mathematics,2019,1st,9781498769792,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/Mathematical-and-Statistical-Skills-in-the-Biopharmaceutical-Industry-A/Pitman-Sverdlov-Pearce/p/book/9781498769792,
,MATHEMATICAL METHODS IN ENGINEERING AND APPLIED SCIENCES,Hemen Dutta,Mathematics,2020,1st,9780367359775,T&F/CRC PRESS,1,BP 130,,https://www.routledge.com/Mathematical-Methods-in-Engineering-and-Applied-Sciences/Dutta/p/book/9780367359775,
,Mathematical Methods In Physics And Engineering With Mathematica,Cap,Mathematics,2020,,9780367413378,Crc Press,1,,Rs. 6495,https://www.routledge.com/Mathematical-Methods-in-Physics-and-Engineering-with-Mathematica/Cap/p/book/9780367395186,
,Mathematical Methods Of Many-Body Quantum Field Theory,Lehmann,Mathematics,2020,,9780367413422,Chapman And Hall/Crc,1,,Rs. 5795,https://www.routledge.com/Mathematical-Methods-of-Many-Body-Quantum-Field-Theory/Lehmann/p/book/9780367393908,
,MATHEMATICAL MODELING : BRANCHING BEYOND CALCULUS,"Crista Arangala, Nicolas S. Luke, Karen A. Yokley",Mathematics,2018,,9781498770712,T&F/CRC PRESS,1,BP 85,,https://www.routledge.com/Mathematical-Modeling-Branching-Beyond-Calculus/Arangala-Luke-Yokley/p/book/9781498770712,
,MATHEMATICAL MODELS OF PLANT-HERBIVORE INTERACTIONS,"Zhilan Feng, Donald DeAngelis",Mathematics,2018,,9781498769174,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Mathematical-Models-of-Plant-Herbivore-Interactions/Feng-DeAngelis/p/book/9781498769174,
,Mathematics Of Quantum Computation,Brylinski,Mathematics,2020,,9780367413330,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Mathematics-of-Quantum-Computation/Brylinski-Chen/p/book/9780367396350,
,Mathematics Of Quantum Computation And Quantum Technology,Kauffman,Mathematics,2020,,9780367413514,Chapman And Hall/Crc,1,,Rs. 5495,https://www.routledge.com/Mathematics-of-Quantum-Computation-and-Quantum-Technology/Kauffman-Lomonaco/p/book/9780367388614,
,Matlab Simulations For Radar Systems Design,Mahafza,Mathematics,2020,,9780367413361,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/MATLAB-Simulations-for-Radar-Systems-Design/Mahafza-Elsherbeni/p/book/9781584883920,
,Matrix Inequalities And Their Extensions To Lie Groups,Tin-Yau- Xuhua Liu,Mathematics,2018,,9781498796163,Chapman And Hall/Crc,1,BP 140,,https://www.routledge.com/Matrix-Inequalities-and-Their-Extensions-to-Lie-Groups/Tam-Liu/p/book/9781498796163,
,MEASURE AND INTEGRATION,NAIR,Mathematics,2020,1st,9780367348397,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Measure-and-Integration-A-First-Course/Nair/p/book/9780367348397,
,MEDICAL PRODUCT SAFETY EVALUATION : BIOLOGICAL MODELS AND STATISTICAL METHODS,"Jie Chen, Joseph Heyse, Tze Leung Lai",Mathematics,2018,1st,9781466508088,T&F/CRC PRESS,1,BP 94.99,,https://www.routledge.com/Medical-Product-Safety-Evaluation-Biological-Models-and-Statistical-Methods/Chen-Heyse-Lai/p/book/9781466508088,
,"METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS: QUALITATIVE PROPERTIES OF SOLUTIONS, PHASE SPACE ANALYSIS, SEMILINEAR MODELS",EBERT MARCELO R,Mathematics,2018,,9783319664552,BIRKHAUSER,1,EUR 79.99,,https://www.springer.com/in/book/9783319664552,
,METHODS OF MATHEMATICAL MODELLING : FRACTIONAL DIFFERENTIAL EQUATIONS,"Harendra Singh, Devendra Kumar, Dumitru Baleanu",Mathematics,2020,1st,9780367220082,T&F/CRC PRESS,1,BP 130,,https://www.routledge.com/Methods-of-Mathematical-Modelling-Fractional-Differential-Equations/Singh-Kumar-Baleanu/p/book/9780367220082,
,MODEL ENGINEERING FOR SIMULATION,Lin Zhang Bernard P. Zeigler Yuanjun LaiLi,Mathematics,2019,1st,9780128135433,ELSEVIER,1,US$ 125,,https://www.elsevier.com/books/model-engineering-for-simulation/zhang/978-0-12-813543-3,
,Modern And Interdisciplinary Problems In Network Science,"Chen, Zengqiang  Et.Al.",Mathematics,2019,,9780815376583,Crc Press,1,BP 150,,https://www.routledge.com/Modern-and-Interdisciplinary-Problems-in-Network-Science-A-Translational/Chen-Dehmer-Emmert-Streib-Shi/p/book/9780815376583,
,MODERN ENGINEERING MATHEMATICS,"Abul Hasan Siddiqi, Mohamed Al-Lawati, Messaoud Boulbrachene",Mathematics,2018,,9781498712057,T&F/CRC PRESS,1,BP 140,,https://www.routledge.com/Modern-Engineering-Mathematics/Siddiqi-Al-Lawati-Boulbrachene/p/book/9781498712057,
,MULTIPLE IMPUTATION IN PRACTICE : WITH EXAMPLES USING IVEWARE,"Trivellore Raghunathan, Patricia A. Berglund, Peter W. Solenberger",Mathematics,2018,1st,9781498770163,T&F/CRC PRESS,1,BP 64.99,,https://www.routledge.com/Multiple-Imputation-in-Practice-With-Examples-Using-IVEware/Raghunathan-Berglund-Solenberger/p/book/9781498770163,
,Multivariate Bayesian Statistics,Rowe,Mathematics,2020,,9780367413347,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Multivariate-Bayesian-Statistics-Models-for-Source-Separation-and-Signal/Rowe/p/book/9780367454661,
,Multivariate Kernel Smoothing And Its Applications,"Chacã³N, Josã© E. Et.Al.",Mathematics,2018,,9781498763011,Chapman And Hall/Crc,1,BP 85,,https://www.routledge.com/Multivariate-Kernel-Smoothing-and-Its-Applications/Chacon-Duong/p/book/9781498763011,
,Noncommutative Algebra And Geometry,"De Concini, Corrado",Mathematics,2020,,9780367411541,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Noncommutative-Algebra-and-Geometry/Concini-Oystaeyen-Vavilov-Yakovlev/p/book/9780824723491,
,Nonlinear Analysis,Gasinski,Mathematics,2020,1st,9780367413415,Chapman And Hall/Crc,1,,Rs. 7495,https://www.routledge.com/Nonlinear-Analysis/Gasinski-Papageorgiou/p/book/9781584884842,
,Nonparametric Models For Longitudinal Data,"Wu, Colin O. Et.Al.",Mathematics,2018,,9781466516007,Chapman And Hall/Crc,1,BP 105,,https://www.routledge.com/Nonparametric-Models-for-Longitudinal-Data-With-Implementation-in-R/Wu-Tian/p/book/9781466516007,
,NUMERICAL ANALYSIS FOR APPLIED SCIENCE,"Myron B. Allen, Eli L. Isaacson",Mathematics,2019,2nd,9781119245469,JOHN WILEY,1,US$ 129.95,,https://www.wiley.com/en-in/Numerical+Analysis+for+Applied+Science%2C+2nd+Edition-p-9781119245650,
,OPTIMIZATION TECHNIQUES AND APPLICATIONS WITH EXAMPLES,Xin-She Yang,Mathematics,2018,,9781119490548,JOHN WILEY,1,US$ 129.95,,https://www.wiley.com/en-in/Optimization+Techniques+and+Applications+with+Examples-p-9781119490623,
,Ordinary Differential Equations For Engineers: Problems With Matlab Solutions,"Keskin, Ali Ümit",Mathematics,2019,,9783319952420,Springer Nature,1,EUR 179.99,,https://www.springer.com/in/book/9783319952420,
,Partial Differential Equations,Benkirane,Mathematics,2020,1st,9780367411077,Crc Press,1,,Rs. 8495,https://www.routledge.com/Partial-Differential-Equations/Benkirane-Touzani/p/book/9780824707804,
,Patterned Random Matrices,"Bose, Arup",Mathematics,2018,,9781138591462,Chapman And Hall/Crc,1,BP 105,,https://www.routledge.com/Patterned-Random-Matrices/Bose/p/book/9781138591462,
,Physical Mathematics And Nonlinear Partial Differential Equations,Lightbourne,Mathematics,2020,,9780367411701,Crc Press,1,,Rs. 6495,https://www.routledge.com/Physical-Mathematics-and-Nonlinear-Partial-Differential-Equations/Lightbourne/p/book/9780824773434,
,PRACTICAL GUIDE TO TEACHING MATHEMATICS IN THE SECONDARY SCHOOL,"Clare Lee, Robert Ward-Penny",Mathematics,2019,2nd,9781138481220,T&F/ROUTLEDGE,1,BP 29.99,,https://www.routledge.com/A-Practical-Guide-to-Teaching-Mathematics-in-the-Secondary-School/Lee-Ward-Penny/p/book/9781138481220,
,PRACTICAL MULTIVARIATE ANALYSIS,"Abdelmonem Afifi, Susanne May, Robin Donatello, Virginia A. Clark",Mathematics,2020,6th,9781138702226,T&F/CRC PRESS,1,BP 79.99,,https://www.routledge.com/Practical-Multivariate-Analysis/Afifi-May-Donatello-Clark/p/book/9781138702226,
,Principles Of Applied Mathematics: Transformation And Approximation,Keener James P.,Mathematics,2020,,9780367410834,Crc Press,1,,Rs. 5795,https://www.routledge.com/Principles-Of-Applied-Mathematics-Transformation-And-Approximation/Keener/p/book/9780201483635,
,PRINCIPLES OF BIOSTATISTICS,"Marcello Pagano, Kimberlee Gauvreau",Mathematics,2018,2nd,9781138593145,T&F/CRC PRESS,1,BP 84.99,,https://www.routledge.com/Principles-of-Biostatistics/Pagano-Gauvreau/p/book/9781138593145,
,"Probabilistic Cellular Automatatheory, Applications And Future Perspectives",Louis,Mathematics,2018,,9783319655567,Springer Nature,1,EUR 139.99,,https://www.springer.com/in/book/9783319655567,
,Probability And Statistical Models With Applications,Charalambides Ch. A. Et.Al,Mathematics,2020,,9780367413293,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Probability-and-Statistical-Models-with-Applications/Charalambides-Koutras-Balakrishnan/p/book/9780367578923,
,PROBABILITY FOUNDATIONS FOR ENGINEERS,NACHLAS JOEL A.,Mathematics,2019,,9780367242435,TAYLOR & FRANCIS,1,,Rs. 2995,https://www.routledge.com/Probability-Foundations-for-Engineers/Nachlas/p/book/9781138075078,
,Quantitative Approximations,Anastassiou George,Mathematics,2020,,9780367413316,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Quantitative-Approximations/Anastassiou/p/book/9781584882213,
,Quantum Integrable Systems,Chowdhury Asesh Roy Et.Al,Mathematics,2020,,9780367414542,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Quantum-Integrable-Systems/Chowdhury-Choudhury/p/book/9781584883807,
,R MARKDOWN : THE DEFINITIVE GUIDE,"Yihui Xie, J.J. Allaire, Garrett Grolemund",Mathematics,2019,1st,9781138359338,T&F/CRC PRESS,1,BP 28.99,,https://www.routledge.com/R-Markdown-The-Definitive-Guide/Xie-Allaire-Grolemund/p/book/9781138359338,
,Real Analysis And Probability,Dudley R. M.,Mathematics,2020,,9780367412265,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Real-Analysis-and-Probability/Dudley/p/book/9781315897097,
,"Regression Modeling: Methods, Theory, And Computation With Sas",Panik Michael,Mathematics,2020,,9780367412562,Chapman And Hall/Crc,1,,Rs. 5495,https://www.routledge.com/Regression-Modeling-Methods-Theory-and-Computation-with-SAS/Panik/p/book/9780367385675,
,RESEARCH METHODOLOGY,"Vinayak Bairagi, Mousami V. Munot",Mathematics,2019,1st,9780815385615,T&F/CRC PRESS,1,BP 79.95,,https://www.routledge.com/Research-Methodology-A-Practical-and-Scientific-Approach/Bairagi-Munot/p/book/9780815385615,
,"Rings, Groups, And Algebras","Cao, X. Et.Al",Mathematics,2020,,9780367411534,Crc Press,1,,Rs. 8495,https://www.routledge.com/Rings-Groups-and-Algebras/Cao-Liu-Shum-Yang/p/book/9780824797331,
,Robust Nonlinear Regression: With Applications Using R,Hossein Riazoshams Et.Al.,Mathematics,2018,,9781118738061,Wiley,1,US$ 105,US$ 105,https://www.wiley.com/en-us/Robust+Nonlinear+Regression%3A+with+Applications+using+R-p-9781118738061,
,ROBUST STATISTICAL METHODS WITH R,"Jana Jurecková, Jan Picek, Martin Schindler",Mathematics,2019,2nd,9781138035362,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/Robust-Statistical-Methods-with-R-Second-Edition/Jureckova-Picek-Schindler/p/book/9781138035362,
,Scientific Computing-A Historical Perspective,Gustafsson,Mathematics,2018,,9783319698465,Springer Nature,1,EUR 64.99,,https://www.springer.com/in/book/9783319698465,
,Shock Waves And Explosions,Sachdev P.L.,Mathematics,2020,,9780367413385,Chapman And Hall/Crc,1,,Rs. 6495,https://www.routledge.com/Shock-Waves--Explosions/Sachdev/p/book/9780367394172,
,SPSS DEMYSTIFIED : A SIMPLE GUIDE AND REFERENCE,Ronald D. Yockey,Mathematics,2018,3rd,9781138286283,T&F/ROUTLEDGE,1,BP 56.99,,https://www.routledge.com/SPSS-Demystified-A-Simple-Guide-and-Reference/Yockey/p/book/9781138286283,
,STATISTICAL CONCEPTS : A SECOND COURSE,"Debbie L. Hahs-Vaughn, Richard G. Lomax",Mathematics,2020,5th,9780367204099,T&F/ROUTLEDGE,1,BP 69.99,,https://www.routledge.com/Statistical-Concepts---A-Second-Course/Hahs-Vaughn-Lomax/p/book/9780367204099,
,Statistical Inference For Piecewise-Deterministic Markov Processes,Azais,Mathematics,2018,,9781786303028,Wiley-Iste,1,US$ 144.95,,https://www.wiley.com/en-in/Statistical+Inference+for+Piecewise+deterministic+Markov+Processes-p-9781119544036,
,STATISTICAL PROGRAMMING IN SAS,A. John Bailer,Mathematics,2020,2nd,9780367357979,T&F/CRC PRESS,1,BP 59.99,,https://www.routledge.com/Statistical-Programming-in-SAS/Bailer/p/book/9780367357979,
,"STATISTICS IN THE HEALTH SCIENCES : THEORY, APPLICATIONS, AND COMPUTING","Albert Vexler, Alan Hutson	",Mathematics,2018,,9781138196896,T&F/CRC PRESS,1,BP 99.99,,https://www.routledge.com/Statistics-in-the-Health-Sciences-Theory-Applications-and-Computing/Vexler-Hutson/p/book/9781138196896,
,"Statistics, Global Edition",Mcclave James T.,Mathematics,2018,13th,9781292161556,Pearson Education,1,BP 61.99,,https://www.pearson.ch/HigherEducation/Pearson/EAN/9781292161556/Statistics-Global-Edition,
,STATS: DATA AND MODELS PLUS MYLAB STATISTICS WITH PEARSON ETEXT -- ACCESS CARD PACKAGE,"Richard D. De Veaux, Paul F. Velleman, David E. Bock",Mathematics,2019,5th,9780135256213,PEARSON,1,US$ 266.65,,https://www.pearson.com/store/p/stats-data-and-models/P100001167353/9780135256213,
,Stochastic Partial Differential Equations And Applications,Prato Giuseppe Da Et.Al,Mathematics,2020,,9780367411619,Crc Press,1,,Rs. 6495,https://www.routledge.com/Stochastic-Partial-Differential-Equations-and-Applications/Prato-Tubaro/p/book/9780824707927,
,STRANGE FUNCTIONS IN REAL ANALYSIS,Alexander Kharazishvili,Mathematics,2018,3rd,9781498773140,T&F/CRC PRESS,1,BP 150,,https://www.routledge.com/Strange-Functions-in-Real-Analysis/author/p/book/9781498773140,
,"STRUCTURAL EQUATION MODELING WITH AMOS: BASIC CONCEPTS, APPLICATIONS, AND PROGRAMMING",BYRNE BARBARA M.,Mathematics,2019,3rd,9780367230715,PSYCHOLOGY PRESS,1,,Rs. 895,https://www.routledge.com/Structural-Equation-Modeling-With-AMOS-Basic-Concepts-Applications-and/Byrne/p/book/9781138797031,
,STURGE'S STATISTICAL AND THERMAL PHYSICS,Jeffrey Olafsen,Mathematics,2020,2nd,9781482256000,T&F/CRC PRESS,1,BP 89.99,,https://www.routledge.com/Sturges-Statistical-and-Thermal-Physics-Second-Edition/Olafsen/p/book/9781482256000,
,Sturm-Liouville Problems,"Guenther, Ronald B. Et.Al.",Mathematics,2019,,9781138345430,Crc Press,1,BP 140,,https://www.routledge.com/Sturm-Liouville-Problems-Theory-and-Numerical-Implementation/Guenther-Lee/p/book/9781138345430,
,THERMODYNAMICS,James Luscombe,Mathematics,2018,,9781138542983,T&F/CRC PRESS,1,BP 79.99,,https://www.routledge.com/Thermodynamics/Luscombe/p/book/9781138542983,
,"THOMAS' CALCULUS IN SI UNITS, GLOBAL EDITION","Joel R. Hass, Christopher E. Heil, Maurice D. Weir",Mathematics,2019,14th,9781292253220,PEARSON,1,BP 59.99,,https://www.pearson.ch/HigherEducation/Pearson/EAN/9781292253220/Thomas-Calculus-in-SI-Units,
,UNDERSTANDING REAL ANALYSIS,"Paul Zorn	",Mathematics,2018,2nd,9781138033016,T&F/CRC PRESS,1,BP 56.99,,https://www.routledge.com/Understanding-Real-Analysis/Zorn/p/book/9781138033016,
,Wavelet Methods For Solving Partial Differential Equations And Fractional Differential Equations,"Ray, Santanu Saha Et.Al.",Mathematics,2018,,9781138053816,Chapman And Hall/Crc,1,BP 130,,https://www.routledge.com/Wavelet-Methods-for-Solving-Partial-Differential-Equations-and-Fractional/Ray-Gupta/p/book/9781138053816,
,"ANALYSIS OF ENGINEERING STRUCTURES AND MATERIAL BEHAVIOR,",Josip Brnic,MME,2018,,9781119329077,JOHN WILEY,1,US$ 135.25,,https://www.wiley.com/en-sg/Analysis+of+Engineering+Structures+and+Material+Behavior-p-9781119329060,
,Analysis Of Synchronous Machines,Lipo T.A.,MME,2018,2nd,9781138582729,Crc Press,1,,Rs. 4295,https://www.routledge.com/Analysis-of-Synchronous-Machines/Lipo/p/book/9781138073074,
,Applied Dynamics,Haim Baruh,MME,2020,,9780367373108,Crc Press,1,,Rs. 6495,https://www.routledge.com/Applied-Dynamics/Baruh/p/book/9781482250732,
,APPLIED ENGINEERING ANALYSIS,Tai Ran Hsu,MME,2018,,9781119071204,JOHN WILEY,1,US$ 135.25,,https://www.wiley.com/en-sg/Applied+Engineering+Analysis-p-9781119071198,
,APPLIED GAS DYNAMICS,Ethirajan Rathakrishnan,MME,2019,2nd,9781119500452,JOHN WILEY,1,US$ 140,,https://www.wiley.com/en-sg/Applied+Gas+Dynamics%2C+2nd+Edition-p-9781119500391,
,Automatic Control With Experiments-,Hernández-Guzmán,MME,2019,,9783319758039,Springer Nature,1,EUR 109.99,,https://www.springer.com/in/book/9783319758039,
,Automotive Systems Engineering Ii,Winner,MME,2018,,9783319616056,Springer Nature,1,EUR 129.99,,https://www.springer.com/in/book/9783319616056,
,BASIC QUANTUM MECHANICS,"Tamvakis, Kyriakos",MME,2019,,9783030227760,SPRINGER,1,EUR 59.99,,https://www.springer.com/in/book/9783030227760,
,BIOMECHANICS,Sean P. Flanagan,MME,2018,,9781284102338,JONES & BARTLETT,1,US$ 80,,https://www.jblearning.com/catalog/productdetails/9781284102338,
,BIOMECHANICS : CONCEPTS AND COMPUTATION,"Cees Oomens, Marcel Brekelmans, Sandra Loerakker, Frank Baaijens",MME,2018,2nd,9781107163720,CAMBRIDGE UNIVERSITY PRESS,1,BP 49.99,,https://www.cambridge.org/in/academic/subjects/engineering/biomedical-engineering/biomechanics-concepts-and-computation-2nd-edition?format=HB,
,COMMON RAIL FUEL INJECTION TECHNOLOGY IN DIESEL ENGINES,"Guangyao Ouyang, Shijie An, Zhenming Liu, Yuxue Li",MME,2019,,9781119107231,JOHN WILEY,1,US$ 150,,https://www.wiley.com/en-sg/Common+Rail+Fuel+Injection+Technology+in+Diesel+Engines-p-9781119107262,
,Computational Acoustics: Theory And Implementation,Bergman,MME,2018,,9781119277286,Wiley-Ieee Press,1,US$ 135.25,,https://www.wiley.com/en-aw/Computational+Acoustics:+Theory+and+Implementation-p-9781119277286,
,COMPUTATIONAL FLUID DYNAMICS : A PRACTICAL APPROACH,Jiyuan Tu Guan Heng Yeoh Chaoqun Liu,MME,2018,3rd,9780081011270,ELSEVIER,1,US$ 99.95,,https://www.elsevier.com/books/computational-fluid-dynamics/tu/978-0-08-101127-0,
,Concepts In Quantum Mechanics,Mathur Vishnu S. Et.Al,MME,2018,,9781138582767,Crc Press,1,,Rs. 4295,https://www.routledge.com/Concepts-in-Quantum-Mechanics/Mathur-Singh/p/book/9781420078725,
,Continuum Mechanics For Engineers,Mase G. Thomas Et.Al,MME,2020,3rd,9780815351344,Crc Press,1,,Rs. 3100,https://www.routledge.com/Continuum-Mechanics-for-Engineers/Mase-Smelser-Rossmann/p/book/9781420085389,
,"Continuum Mechanics: Elasticity, Plasticity, Viscoelasticity",Ellis H. Dill,MME,2018,,9780815351269,Crc Press,1,,Rs. 2995,https://www.routledge.com/Continuum-Mechanics-Elasticity-Plasticity-Viscoelasticity/Dill/p/book/9780849397790,
,Control Engineering,Bissell,MME,2020,,9780367411770,Crc Press,1,,Rs. 6495,https://www.routledge.com/Control-Engineering/Bissell/p/book/9780412577109,
,Control Theory Multivariable And Nonlinear Methods,Torkel Glad,MME,2020,,9780367413682,Crc Press,1,,Rs. 3495,https://www.routledge.com/Control-Theory/Glad-Ljung/p/book/9780748408788,
,CORROSION SCIENCE AND TECHNOLOGY,TALBOT DAVID E.J.,MME,2018,3rd,9781498752411,CRC PRESS,1,BP 140,,https://www.routledge.com/Corrosion-Science-and-Technology/Talbot-Talbot/p/book/9781498752411,
,DECISION BASED DESIGN,VIJITASHWA PANDEY,MME,2019,,9780367242053,T&F INDIA,1,,RS. 1295,https://www.routledge.com/Decision-Based-Design/Pandey/p/book/9780367783754,
,"DESIGN AND OPTIMIZATION OF THERMAL SYSTEMS, THIRD EDITION : WITH MATLAB APPLICATIONS",Yogesh Jaluria,MME,2020,3rd,9781498778237,T&F/CRC PRESS,1,BP 110,,https://www.routledge.com/Design-and-Optimization-of-Thermal-Systems-Third-Edition-with-MATLAB-Applications/Jaluria/p/book/9781498778237,
,DESIGN OPTIMIZATION OF FLUID MACHINERY: APPLYING COMPUTATIONAL FLUID DYNAMICS AND NUMERICAL OPTIMIZATION,"Kwang-Yong Kim, Abdus Samad, Ernesto Benini",MME,2019,,9781119188292,JOHN WILEY,1,US$ 145,,https://www.wiley.com/en-sg/Design+Optimization+of+Fluid+Machinery%3A+Applying+Computational+Fluid+Dynamics+and+Numerical+Optimization-p-9781119188308,
,Diagnostic Techniques In Industrial Engineering,"Ram, Mangey Et.Al",MME,2018,,9783319654966,Springer Nature,1,EUR 139.99,,https://www.springer.com/in/book/9783319654966,
,Dynamical Systems And Control,Udwadia,MME,2020,,9780367410872,Crc Press,1,,Rs. 6495,https://www.routledge.com/Dynamical-Systems-and-Control/Udwadia-Weber-Leitmann/p/book/9780415309974,
,"DYNAMICS OF MATERIALS : EXPERIMENTS, MODELS AND APPLICATIONS",Lili Wang Liming Yang Xinlong Dong Xiquan Jiang,MME,2019,1st,9780128173213,ELSEVIER,1,US$ 200,,https://www.elsevier.com/books/dynamics-of-materials/wang/978-0-12-817321-3,
,Elements Of Mechanics,Kelly P.F.,MME,2018,,9781138582637,Crc Press,1,,Rs. 3295,https://www.routledge.com/Elements-of-Mechanics/Kelly/p/book/9781482206548,
,"Engineering Optimization: Applications, Methods And Analysis",Rhinehart,MME,2018,,9781118936337,Wiley,1,US$ 130,,https://www.wiley.com/en-aw/Engineering+Optimization%3A+Applications%2C+Methods+and+Analysis-p-9781118936320,
,"Ergonomics: Foundational Principles, Applications, And Technologies",Mccauley-Bush Pamela,MME,2018,,9781138583344,Crc Press,1,,Rs. 2995,https://www.routledge.com/Ergonomics-Foundational-Principles-Applications-and-Technologies/McCauley/p/book/9781439804452,
,EXPLOSIVE WELDING,GREENBERG,MME,2020,1st,9780367355784,T&F/CRC PRESS,1,BP 150,,https://www.routledge.com/Explosive-Welding-Processes-and-Structures/Greenberg-Ivanov-Kuzmin-Lysak/p/book/9780367355784,
,Finite Element Computations In Mechanics With R,Khameel Bayo Mustapha,MME,2018,,9781138501621,Crc Press,1,BP 110,,https://www.routledge.com/Finite-Element-Computations-in-Mechanics-with-R-A-Problem-Centered-Programming/Bayo-Mustapha/p/book/9781138501621,
,FINITE ELEMENTS SIMULATIONS USING ANSYS,ESAM M. ALAWADHI,MME,2019,2nd,9780367240608,T&F INDIA,1,,RS. 2995,https://www.routledge.com/Finite-Element-Simulations-Using-ANSYS/Alawadhi/p/book/9781482261974,
,Fire Safety Management Handbook,Della-Giustina Daniel E. Et.Al,MME,2020,3rd,9780367364212,Crc Press,1,,Rs. 3495,https://www.routledge.com/Fire-Safety-Management-Handbook/Della-Giustina/p/book/9781482221220,
,"Fluid Mechanics In Channel, Pipe And Aerodynamic Design Geometries Vol 1",Georgantopoulou,MME,2018,,9781786301390,Wiley-Iste,1,US$ 164.95,,"https://www.wiley.com/en-sg/Fluid+Mechanics+in+Channel,+Pipe+and+Aerodynamic+Design+Geometries+1-p-9781786301390",
,"Fluid Mechanics In Channel, Pipe And Aerodynamic Design Geometries Vol 2",Georgantopoulou,MME,2018,,9781786301406,Wiley-Iste,1,US$ 154.95,,https://www.wiley.com/en-sg/Fluid+Mechanics+in+Channel%2C+Pipe+and+Aerodynamic+Design+Geometries+2-p-9781119522355,
,FUNDAMENTALS OF VEHICLE DYNAMICS AND MODELLING: A TEXTBOOK FOR ENGINEERS WITH ILLUSTRATIONS AND EXAMPLES,Bruce P. Minaker,MME,2019,,9781118980095,JOHN WILEY,1,US$ 100,,https://www.wiley.com/en-sg/Fundamentals+of+Vehicle+Dynamics+and+Modelling%3A+A+Textbook+for+Engineers+With+Illustrations+and+Examples-p-9781118980088,
,FUTURE PROPULSION SYSTEMS AND ENERGY SOURCES IN SUSTAINABLE AVIATION,Saeed Farokhi,MME,2019,,9781119414995,JOHN WILEY,1,US$ 140,,https://www.wiley.com/en-sg/Future+Propulsion+Systems+and+Energy+Sources+in+Sustainable+Aviation-p-9781119415053,
,Gps Tracking With Java Ee Components,Kristof Beiglböck,MME,2018,,9781138054943,Crc Press,1,BP 85,,https://www.routledge.com/GPS-Tracking-with-Java-EE-Components-Challenges-of-Connected-Cars/Beiglbock/p/book/9781138054943,
,"HANDBOOK OF GEOTECHNICAL TESTING: BASIC THEORY, PROCEDURES AND COMPARISON OF STANDARDS",LI,MME,2020,1st,9780367340643,T&F/CRC PRESS,1,BP 140,,https://www.routledge.com/Handbook-of-Geotechnical-Testing-Basic-Theory-Procedures-and-Comparison/Li/p/book/9780367340643,
,Handbook Of Research For Fluid And Solid Mechanics,Kaveh Hariri Asli Et.Al.,MME,2018,,9781771885010,Apple Academic Press,1,BP 115,,https://www.routledge.com/Handbook-of-Research-for-Fluid-and-Solid-Mechanics-Theory-Simulation/Asli-Ogli-Aliyev-Thomas-Gopakumar/p/book/9781771885010,
,Heat Conduction,"Sadik Kakc,Carolina Palam",MME,2018,5th,9781138943841,Crc Press,1,BP 140,,https://www.routledge.com/Heat-Conduction-Fifth-Edition/Kakac-Yener-Naveira-Cotta/p/book/9781138943841,
,HOT ROLLING OF STEEL,L. Roberts,MME,2018,,9781138583177,T&F INDIA,1,,RS. 6995,https://www.routledge.com/Hot-Rolling-of-Steel/Roberts/p/book/9780824713454,
